"Country Name","Country Code","Indicator Name","Indicator Code","Time Period","Value","Status",
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2006","85364795619.2189",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2007","122777974627.777",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2008","118411929982.959",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2009","127094206843.887",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2010","134990862692.8",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2011","139816640318.499",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2012","146357051504.146",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2013","145576081354.682",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2014","150929444605.058",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1999","9309340796.35553",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2000","10716990331.15",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2001","12273665658.2642",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2002","16256508671.5022",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2003","27097637612.1672",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2004","44250819922.239",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1995","5860240308",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1996","6893472900",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1997","8172374000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1998","8021989729.15783",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1999","1833679586.2403",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2000","901421723.42",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2001","458673852.92",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2002","697660423.773884",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2003","857979868.181494",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2004","1171613234.73184",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2005","715281291.631948",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2006","1138283600.25564",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2007","1674269762.09917",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2008","1844600166.30587",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2009","788815079.503811",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2010","1426106613.84627",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2011","1721285144.55378",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2012","4378684660.03101",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2013","3494326618.61746",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2014","2468395565.08165",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1995","2035748709",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1996","2253805000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1997","2175258200",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1998","2024091079.96558",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1999","272652047855.173",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2000","305922976745.46",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2001","328283747620.534",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2002","341462227545.584",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2003","406210869393.829",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2004","506669869102.084",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2005","625406079335.626",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2006","802396885513.39",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2007","1201135440002.52",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2008","1198736670930.92",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2009","1254770893650.7",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2010","1433045574089.38",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2011","1519133294543.08",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2012","1677026840589.54",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2013","1703477966601.25",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2014","2234946802777.98",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1995","196275185886",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1996","233859806000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1997","271078270000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1998","268423259111.752",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1999","5046973448",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2000","6129131157.5947",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2001","5069609983.95096",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2002","7148799791.24446",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2003","11671735786.1427",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2004","10179953100.9212",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2005","13108850198.8978",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2006","18606745629.6392",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2007","24272484650.7705",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2008","32220109395.2024",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2009","61543714906.1062",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2010","103054406697.871",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2011","156593498378.933",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2012","96335266593.1558",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2013","88055150493.0966",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2014","95717262384.4173",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1995","6106422730",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1996","7211527000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1997","8013365000",""
"Emerging and Developing Economies","200","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1998","8100112528.7132",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1999","289099639393.794",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2000","306161936095.379",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2001","353649403113.303",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2002","448599595300.639",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2003","592890857289.194",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2004","849388897582.292",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2005","1220475682922.15",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2006","1661493324378.79",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2007","2308021807158.02",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2008","2844446943455.98",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2009","3232817810992.17",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2010","3726587485325.64",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2011","4175301675693",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2012","4456513161699.07",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2013","5055554678531.45",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2014","4383175230833.1",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1995","187261208131.567",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1996","232776790221.613",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1997","242638879972.979",""
"Emerging and Developing Economies","200","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1998","261232004457.479",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1999","1782706106014.75",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2000","1936886854812.77",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2001","2050260558927.02",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2002","2408595787188.59",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2003","3025723386734.2",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2004","3749338981291.06",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2005","4320991256854.88",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2006","5253749345954.58",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2007","6706256264625.32",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2008","7347782277231.94",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2009","8166210683778.07",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2010","9265620895976.55",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2011","10205071907380",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2012","10951283428745.4",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2013","11697661836228.1",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2014","11606089885664",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2015","10932301260202.2",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1995","1389816593261.46",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1996","1566272416475.79",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1997","1616244226734.89",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1998","1643823750931.15",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2016","10726062756477",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2017","11457776760781.5",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2018","11436252081839",""
"World","001","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2019","11826179744277.4",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","1999","1379704933663.2",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2000","1518243584377.49",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2001","1569852808186.47",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2002","1795825710622.64",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2003","2222992716535.75",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2004","2654956902267.09",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2005","2843487609560.03",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2006","3321838161029.77",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2007","4122923331008.65",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2008","4209602024904.11",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2009","4583287096519.68",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2010","5155253933788.69",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2011","5643560994479.12",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2012","6085316982722.46",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2013","6223920275949.48",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2014","6800141064587.64",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2015","7413406580858.45",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","1995","1035202902372",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","1996","1226209539900",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","1997","1273287345200",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","1998","1282786897226.46",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2016","8418533729240.19",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2017","10013032095038.4",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2018","10727340409558.9",""
"World","001","Allocated Reserves, US Dollars","RAXGFXAR_USD","2019","11076259474651.9",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2012","88608508008.4071",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2013","113033213950.254",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2014","108497885502.488",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2015","131026279317.579",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2016","142303388848.203",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2017","180494359678.229",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2018","174463044594.84",""
"World","001","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2019","187881651119.246",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2012","86752340262.4687",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2013","113801530137.385",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2014","119024274385.554",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2015","131608724463.26",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2016","163143752477.696",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2017","202797895147.727",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2018","197216327981.041",""
"World","001","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2019","205988801902.234",""
"World","001","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1995","163087781033",""
"World","001","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1996","179915800000",""
"World","001","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1997","184349147000",""
"World","001","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1998","176950800031.493",""
"World","001","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1995","88288010000",""
"World","001","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1996","86836700000",""
"World","001","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1997","77322150000",""
"World","001","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1998","16637380000",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","1999","246950496655.992",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2000","277692608531.036",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2001","301144898812.843",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2002","424714792400.596",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2003","556478808185.513",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2004","655230194565.244",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2005","679299119115.943",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2006","830280992487.967",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2007","1077458005241.41",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2008","1103517584412.41",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2009","1269616231970.01",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2010","1327937275756.91",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2011","1379656781969.95",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2012","1464730855916.8",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2013","1506927580002.31",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2014","1442575818177.56",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2015","1419423444391.89",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2016","1611025864962.92",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2017","2019440122210.96",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2018","2217608554509.96",""
"World","001","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2019","2279470663180.61",""
"World","001","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1995","24360574776",""
"World","001","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1996","22637985000",""
"World","001","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1997","18314094000",""
"World","001","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1998","20813855466.143",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","1999","87938694898.2778",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2000","92078021274.68",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2001","79189827860.7412",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2002","88734404105.59",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2003","98338177410.3308",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2004","113740564319.828",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2005","112605805761.274",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2006","114964447262.414",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2007","131026839147.375",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2008","145966161598.917",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2009","133003168511.809",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2010","188821952653.82",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2011","203912771227.852",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2012","248808614495.225",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2013","237981302806.182",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2014","241054174733.494",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2015","278305839115.909",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","1995","70070639145",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","1996","82307441000",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","1997","73487323000",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","1998","80029361412.4839",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2016","332933272583.918",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2017","490341773611.444",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2018","556937810639.968",""
"World","001","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","2019","652004775168.954",""
"World","001","Allocated Reserves, Claims in Netherlands guilder, US Dollars","RAXGFXARNLG_USD","1995","3306038785",""
"World","001","Allocated Reserves, Claims in Netherlands guilder, US Dollars","RAXGFXARNLG_USD","1996","2934818000",""
"World","001","Allocated Reserves, Claims in Netherlands guilder, US Dollars","RAXGFXARNLG_USD","1997","4460931000",""
"World","001","Allocated Reserves, Claims in Netherlands guilder, US Dollars","RAXGFXARNLG_USD","1998","3488943866.75256",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1999","39827370892.0595",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2000","41798123257.3823",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2001","42400840773.992",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2002","52466422748.4945",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2003","63607424477.9048",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2004","92734476973.5264",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2005","106557987983.034",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2006","150157465889.406",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2007","198892757727.719",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2008","177545122729.429",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2009","194904689095.27",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2010","203179711180.791",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2011","216567243624.444",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2012","245960022762.903",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2013","248102815079.386",""
